rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
PHENYLALANINE--TRNA-LIGASE-RXN	phenylalanine-tRNA ligase	6.1.1.20		UniRef90_P43820	31.591	1.62e-99	336	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	897957	895375	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06444 rxn20537 rxn28061 rxn38255 	Subunit 2	0	1
PHENYLALANINE--TRNA-LIGASE-RXN	phenylalanine-tRNA ligase	6.1.1.20		UniRef90_O67620	27.296	5.41e-75	263	90	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	897708	895372	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06444 rxn20537 rxn28061 rxn38255 	Subunit 2	0	1
PHENYLALANINE--TRNA-LIGASE-RXN	phenylalanine-tRNA ligase	6.1.1.20		UniRef90_P57230	24.559	7.13e-61	221	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	897957	895447	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06444 rxn20537 rxn28061 rxn38255 	Subunit 2	0	1
PHENYLALANINE--TRNA-LIGASE-RXN	phenylalanine-tRNA ligase	6.1.1.20		UniRef90_O84481	26.157	6.81e-55	202	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	897972	895435	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06444 rxn20537 rxn28061 rxn38255 	Subunit 2	0	1
PHENYLALANINE--TRNA-LIGASE-RXN	phenylalanine-tRNA ligase	6.1.1.20		UniRef90_B0SAR6	26.452	1.99e-54	201	91	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	897732	895375	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06444 rxn20537 rxn28061 rxn38255 	Subunit 2	0	1
METHIONINE--TRNA-LIGASE-RXN	methionine-tRNA ligase	6.1.1.10		UniRef90_A1A3N3	89.782	0.0	1124	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1772723	1774513	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06443 rxn06781 rxn20194 rxn27995 	NA	0	1
METHIONINE--TRNA-LIGASE-RXN	methionine-tRNA ligase	6.1.1.10		UniRef90_A1SGG5	64.000	0.0	744	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1772723	1774513	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06443 rxn06781 rxn20194 rxn27995 	NA	0	1
METHIONINE--TRNA-LIGASE-RXN	methionine-tRNA ligase	6.1.1.10		UniRef90_A0M5Z9	36.895	2.55e-121	396	80	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1772738	1774513	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06443 rxn06781 rxn20194 rxn27995 	NA	0	1
METHIONINE--TRNA-LIGASE-RXN	methionine-tRNA ligase	6.1.1.10		UniRef90_A1B3P3	31.915	2.61e-88	295	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1772723	1774510	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06443 rxn06781 rxn20194 rxn27995 	NA	0	1
METHIONINE--TRNA-LIGASE-RXN	methionine-tRNA ligase	6.1.1.10		UniRef90_A3MZ70	29.983	1.84e-74	258	80	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1772732	1774468	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06443 rxn06781 rxn20194 rxn27995 	NA	0	1
METHIONINE--TRNA-LIGASE-RXN	methionine-tRNA ligase	6.1.1.10		UniRef90_A1TZ66	29.891	2.06e-68	241	76	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1772732	1774348	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06443 rxn06781 rxn20194 rxn27995 	NA	0	1
METHIONINE--TRNA-LIGASE-RXN	methionine-tRNA ligase	6.1.1.10		UniRef90_A1WRC4	28.873	1.27e-62	224	78	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1772732	1774330	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06443 rxn06781 rxn20194 rxn27995 	NA	0	1
METHIONINE--TRNA-LIGASE-RXN	methionine-tRNA ligase	6.1.1.10		UniRef90_A1AWL4	27.419	6.67e-64	223	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1772732	1774339	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06443 rxn06781 rxn20194 rxn27995 	NA	0	1
LYSINE--TRNA-LIGASE-RXN	lysine-tRNA ligase	6.1.1.6		UniRef90_A4T5M9	58.788	5.38e-161	503	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2069107	2070585	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06442 rxn08857 rxn20058 rxn27973 rxn38169 	NA	0	1
LYSINE--TRNA-LIGASE-RXN	lysine-tRNA ligase	6.1.1.6		UniRef90_A1AWN8	38.833	7.48e-110	355	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2069125	2070597	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06442 rxn08857 rxn20058 rxn27973 rxn38169 	NA	0	1
LYSINE--TRNA-LIGASE-RXN	lysine-tRNA ligase	6.1.1.6		UniRef90_A0L6F7	38.586	2.11e-106	345	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2069110	2070585	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06442 rxn08857 rxn20058 rxn27973 rxn38169 	NA	0	1
LYSINE--TRNA-LIGASE-RXN	lysine-tRNA ligase	6.1.1.6		UniRef90_A0M5H8	39.173	1.70e-104	342	86	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2069110	2070588	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06442 rxn08857 rxn20058 rxn27973 rxn38169 	NA	0	1
LYSINE--TRNA-LIGASE-RXN	lysine-tRNA ligase	6.1.1.6		UniRef90_A0PXN4	39.069	1.70e-102	334	94	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2069116	2070588	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06442 rxn08857 rxn20058 rxn27973 rxn38169 	NA	0	1
LYSINE--TRNA-LIGASE-RXN	lysine-tRNA ligase	6.1.1.6		UniRef90_A0KNK7	41.203	8.28e-102	332	86	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2069263	2070588	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06442 rxn08857 rxn20058 rxn27973 rxn38169 	NA	0	1
LYSINE--TRNA-LIGASE-RXN	lysine-tRNA ligase	6.1.1.6		UniRef90_A3N0G9	39.796	5.36e-101	330	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2069125	2070585	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06442 rxn08857 rxn20058 rxn27973 rxn38169 	NA	0	1
LYSINE--TRNA-LIGASE-RXN	lysine-tRNA ligase	6.1.1.6		UniRef90_A3CP17	40.080	1.19e-100	328	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2069110	2070585	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06442 rxn08857 rxn20058 rxn27973 rxn38169 	NA	0	1
LYSINE--TRNA-LIGASE-RXN	lysine-tRNA ligase	6.1.1.6		UniRef90_A4VZY0	40.121	4.79e-100	327	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2069110	2070585	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06442 rxn08857 rxn20058 rxn27973 rxn38169 	NA	0	1
LYSINE--TRNA-LIGASE-RXN	lysine-tRNA ligase	6.1.1.6		UniRef90_A4G778	38.020	3.24e-99	325	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2069095	2070585	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06442 rxn08857 rxn20058 rxn27973 rxn38169 	NA	0	1
LYSINE--TRNA-LIGASE-RXN	lysine-tRNA ligase	6.1.1.6		UniRef90_A1JPL4	38.508	4.36e-99	324	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2069113	2070591	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06442 rxn08857 rxn20058 rxn27973 rxn38169 	NA	0	1
LYSINE--TRNA-LIGASE-RXN	lysine-tRNA ligase	6.1.1.6		UniRef90_A2SDC3	41.441	2.08e-98	322	85	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2069269	2070585	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06442 rxn08857 rxn20058 rxn27973 rxn38169 	NA	0	1
LYSINE--TRNA-LIGASE-RXN	lysine-tRNA ligase	6.1.1.6		UniRef90_A1K5J9	38.508	2.19e-98	322	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2069125	2070588	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06442 rxn08857 rxn20058 rxn27973 rxn38169 	NA	0	1
LYSINE--TRNA-LIGASE-RXN	lysine-tRNA ligase	6.1.1.6		UniRef90_A1T047	39.596	9.44e-97	318	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2069125	2070588	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06442 rxn08857 rxn20058 rxn27973 rxn38169 	NA	0	1
HISTIDINE--TRNA-LIGASE-RXN	histidine-tRNA ligase	6.1.1.21		UniRef90_B2FPL6	40.618	1.61e-81	271	89	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	20965	22191	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06439 rxn19894 rxn38149 	NA	0	1
HISTIDINE--TRNA-LIGASE-RXN	histidine-tRNA ligase	6.1.1.21		UniRef90_B0S168	35.646	4.88e-73	246	91	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	20953	22191	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06439 rxn19894 rxn38149 	NA	0	1
HISTIDINE--TRNA-LIGASE-RXN	histidine-tRNA ligase	6.1.1.21		UniRef90_B2J5J5	35.991	7.66e-69	235	91	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	20941	22188	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06439 rxn19894 rxn38149 	NA	0	1
GLYCINE--TRNA-LIGASE-RXN	glycine-tRNA ligase	6.1.1.14	NA									|TRNA-CHARGING-PWY|	no_blast	threshold	rxn06438 rxn19854 rxn27908 rxn38125 	Subunit 1	0	1
GLYCINE--TRNA-LIGASE-RXN	glycine-tRNA ligase	6.1.1.14	NA									|TRNA-CHARGING-PWY|	no_blast	threshold	rxn06438 rxn19854 rxn27908 rxn38125 	Subunit 2	0	1
GLYCINE--TRNA-LIGASE-RXN	glycine-tRNA ligase	6.1.1.14		UniRef90_A1TBP9	71.490	0.0	682	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	141348	142721	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06438 rxn19854 rxn27908 rxn38125 	Subunit undefined	0	1
GLYCINE--TRNA-LIGASE-RXN	glycine-tRNA ligase	6.1.1.14		UniRef90_A6LPL6	54.025	1.01e-161	503	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	141342	142721	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06438 rxn19854 rxn27908 rxn38125 	Subunit undefined	0	1
GLYCINE--TRNA-LIGASE-RXN	glycine-tRNA ligase	6.1.1.14		UniRef90_A3DF15	52.026	7.62e-159	494	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	141348	142721	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06438 rxn19854 rxn27908 rxn38125 	Subunit undefined	0	1
GLYCINE--TRNA-LIGASE-RXN	glycine-tRNA ligase	6.1.1.14		UniRef90_A6TSJ4	50.740	8.50e-157	489	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	141342	142721	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06438 rxn19854 rxn27908 rxn38125 	Subunit undefined	0	1
GLYCINE--TRNA-LIGASE-RXN	glycine-tRNA ligase	6.1.1.14		UniRef90_A8MG73	52.229	1.23e-155	485	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	141342	142721	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06438 rxn19854 rxn27908 rxn38125 	Subunit undefined	0	1
GLYCINE--TRNA-LIGASE-RXN	glycine-tRNA ligase	6.1.1.14		UniRef90_A9KJ36	50.000	1.58e-147	462	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	141351	142721	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06438 rxn19854 rxn27908 rxn38125 	Subunit undefined	0	1
RXN-16165	methionine-tRNA ligase	6.1.1.10		UniRef90_A1A3N3	89.782	0.0	1124	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1772723	1774513	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06443 rxn06781 rxn20194 rxn27995 	NA	0	1
RXN-16165	methionine-tRNA ligase	6.1.1.10		UniRef90_A1SGG5	64.000	0.0	744	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1772723	1774513	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06443 rxn06781 rxn20194 rxn27995 	NA	0	1
RXN-16165	methionine-tRNA ligase	6.1.1.10		UniRef90_A0M5Z9	36.895	2.55e-121	396	80	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1772738	1774513	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06443 rxn06781 rxn20194 rxn27995 	NA	0	1
RXN-16165	methionine-tRNA ligase	6.1.1.10		UniRef90_A1B3P3	31.915	2.61e-88	295	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1772723	1774510	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06443 rxn06781 rxn20194 rxn27995 	NA	0	1
RXN-16165	methionine-tRNA ligase	6.1.1.10		UniRef90_A3MZ70	29.983	1.84e-74	258	80	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1772732	1774468	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06443 rxn06781 rxn20194 rxn27995 	NA	0	1
RXN-16165	methionine-tRNA ligase	6.1.1.10		UniRef90_A1TZ66	29.891	2.06e-68	241	76	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1772732	1774348	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06443 rxn06781 rxn20194 rxn27995 	NA	0	1
RXN-16165	methionine-tRNA ligase	6.1.1.10		UniRef90_A1WRC4	28.873	1.27e-62	224	78	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1772732	1774330	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06443 rxn06781 rxn20194 rxn27995 	NA	0	1
RXN-16165	methionine-tRNA ligase	6.1.1.10		UniRef90_A1AWL4	27.419	6.67e-64	223	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1772732	1774339	|TRNA-CHARGING-PWY|	good_blast	threshold	rxn06443 rxn06781 rxn20194 rxn27995 	NA	0	1
KYNURENINASE-RXN	kynureninase	3.7.1.3	NA	UniRef90_B1YHD6	24.860	5.35e-07	48.5	78	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	653561	652515	|TRPCAT-PWY|	bad_blast	NA	rxn00728 rxn01930 rxn02767 rxn13182 rxn19993 	NA	0	NA
ARYLFORMAMIDASE-RXN	kynurenine formamidase	3.5.1.9	NA									|TRPCAT-PWY|	no_blast	NA	rxn00729 rxn01437 rxn03362 rxn19202 	NA	0	NA
RXN-8665	tryptophan dioxygenase	1.13.11.11	NA									|TRPCAT-PWY|	no_blast	NA	rxn00478 	NA	0	NA
RXN-8665	tryptophan dioxygenase	1.13.11.52	NA									|TRPCAT-PWY|	no_blast	NA	rxn00478 rxn01949 rxn02082 rxn02592 rxn05090 rxn25058 rxn25059 	NA	0	NA
TRYPTOPHAN-AMINOTRANSFERASE-RXN	L-tryptophan aminotransferase	2.6.1.27	NA									|TRPIAACAT-PWY|	no_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	NA
4.1.1.74-RXN	indolepyruvate decarboxylase	4.1.1.74	NA	UniRef90_P51852	27.000	8.85e-29	118	86	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1218250	1219707	|TRPIAACAT-PWY|	bad_blast	NA	rxn01450 	NA	0	NA
INDOLE-3-ACETALDEHYDE-OXIDASE-RXN	indole-3-acetaldehyde oxidase	1.2.3.7	NA									|TRPIAACAT-PWY|	no_seq_data	NA	rxn01940 rxn11964 rxn31665 	NA	0	NA
TRYPTOPHAN-AMINOTRANSFERASE-RXN	L-tryptophan transaminase	2.6.1.27	NA									|TRPKYNCAT-PWY|	no_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	NA
INDOLELACTATE-DEHYDROGENASE-RXN	indole-3-pyruvate reductase	1.1.1.110	NA	UniRef50_A0A381CUK9	27.068	1.43e-19	84.7	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1475137	1474379	|TRPKYNCAT-PWY|	bad_blast	NA	rxn00997 rxn00998 rxn01447 rxn02392 rxn02393 rxn02394 rxn02395 rxn16869 	NA	0	NA
IGPSYN-RXN	indole-3-glycerol phosphate synthase	4.1.1.48		UniRef90_A1R5S7	55.642	2.28e-75	246	92	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	539998	539264	|TRPSYN-PWY|	good_blast	NA	rxn02507 rxn30035 rxn33993 	NA	0	1
IGPSYN-RXN	indole-3-glycerol phosphate synthase	4.1.1.48		UniRef90_A0QX95	58.744	6.05e-75	244	82	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	540001	539333	|TRPSYN-PWY|	good_blast	NA	rxn02507 rxn30035 rxn33993 	NA	0	1
IGPSYN-RXN	indole-3-glycerol phosphate synthase	4.1.1.48		UniRef90_A1T8X3	58.935	6.56e-74	241	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	540001	539213	|TRPSYN-PWY|	good_blast	NA	rxn02507 rxn30035 rxn33993 	NA	0	1
IGPSYN-RXN	indole-3-glycerol phosphate synthase	4.1.1.48		UniRef90_A0JVL1	55.823	1.91e-73	240	92	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	539998	539264	|TRPSYN-PWY|	good_blast	NA	rxn02507 rxn30035 rxn33993 	NA	0	1
IGPSYN-RXN	indole-3-glycerol phosphate synthase	4.1.1.48		UniRef90_A4FLL0	57.252	7.44e-70	230	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	539998	539213	|TRPSYN-PWY|	good_blast	NA	rxn02507 rxn30035 rxn33993 	NA	0	1
PRAISOM-RXN	phosphoribosylanthranilate isomerase	5.3.1.24		UniRef90_A1T8W5	61.826	2.25e-90	288	94	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	172350	173060	|TRPSYN-PWY|	good_blast	NA	rxn02508 rxn33992 	NA	0	1
PRAISOM-RXN	phosphoribosylanthranilate isomerase	5.3.1.24		UniRef90_A3Q127	63.598	3.61e-90	287	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	172353	173057	|TRPSYN-PWY|	good_blast	NA	rxn02508 rxn33992 	NA	0	1
PRAISOM-RXN	phosphoribosylanthranilate isomerase	5.3.1.24		UniRef90_A0PP18	61.224	4.25e-89	284	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	172347	173069	|TRPSYN-PWY|	good_blast	NA	rxn02508 rxn33992 	NA	0	1
PRTRANS-RXN	anthranilate phosphoribosyltransferase	2.4.2.18	NA									|TRPSYN-PWY|	no_blast	NA	rxn00791 rxn33991 	Subunit 2	0	1
PRTRANS-RXN	anthranilate phosphoribosyltransferase	2.4.2.18		UniRef90_A0JX18	46.369	1.77e-90	293	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	333662	334735	|TRPSYN-PWY|	good_blast	NA	rxn00791 rxn33991 	Subunit undefined	0	1
PRTRANS-RXN	anthranilate phosphoribosyltransferase	2.4.2.18		UniRef90_A1R6T5	46.491	1.29e-83	273	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	333725	334750	|TRPSYN-PWY|	good_blast	NA	rxn00791 rxn33991 	Subunit undefined	0	1
PRTRANS-RXN	anthranilate phosphoribosyltransferase	2.4.2.18		UniRef90_A1TB00	43.988	1.67e-66	224	93	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	333725	334738	|TRPSYN-PWY|	good_blast	NA	rxn00791 rxn33991 	Subunit undefined	0	1
PRTRANS-RXN	anthranilate phosphoribosyltransferase	2.4.2.18		UniRef90_A1UI88	43.567	1.15e-64	219	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	333725	334738	|TRPSYN-PWY|	good_blast	NA	rxn00791 rxn33991 	Subunit undefined	0	1
PRTRANS-RXN	anthranilate phosphoribosyltransferase	2.4.2.18		UniRef90_A1SLE8	41.298	1.95e-63	214	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	333725	334735	|TRPSYN-PWY|	good_blast	NA	rxn00791 rxn33991 	Subunit undefined	0	1
PRTRANS-RXN	anthranilate phosphoribosyltransferase	2.4.2.18		UniRef90_A0LTH9	39.474	6.12e-62	211	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	333725	334750	|TRPSYN-PWY|	good_blast	NA	rxn00791 rxn33991 	Subunit undefined	0	1
ANTHRANSYN-RXN	anthranilate synthase	4.1.3.27		sp|P20580|TRPE_PSEAE	41.961	1.01e-108	352	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	458743	460236	|TRPSYN-PWY|	good_blast	NA	rxn00726 rxn00727 rxn33991 	Subunit 1	0	NA
ANTHRANSYN-RXN	anthranilate synthase	4.1.3.27		sp|Q08653|TRPE_THEMA	39.474	1.47e-104	338	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	458797	460242	|TRPSYN-PWY|	good_blast	NA	rxn00726 rxn00727 rxn33991 	Subunit 1	0	NA
ANTHRANSYN-RXN	anthranilate synthase	4.1.3.27	NA									|TRPSYN-PWY|	no_blast	NA	rxn00726 rxn00727 rxn33991 	Subunit 2	0	NA
ANTHRANSYN-RXN	anthranilate synthase	4.1.3.27	NA									|TRPSYN-PWY|	no_blast	NA	rxn00726 rxn00727 rxn33991 	Subunit undefined	0	NA
RXN0-2382	tryptophan synthase beta subunit dimer	4.2.1.122		sp|P0A879|TRPB_ECOLI	52.551	1.02e-119	379	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	539170	537995	|TRPSYN-PWY|	good_blast	NA	rxn00474 	Subunit 2	0	1
RXN0-2382	tryptophan synthase beta subunit dimer	4.2.1.122	NA									|TRPSYN-PWY|	no_blast	NA	rxn00474 	Subunit undefined	0	1
RXN0-2381	indoleglycerol phosphate aldolase	4.1.2.8	NA	sp|P50908|TRPA_THEMA	35.455	4.57e-31	117	90	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	537779	537120	|TRPSYN-PWY|	bad_blast	NA	rxn01682 	NA	0	NA
RXN-15124	RXN-15124		NA									|TRYPDEG-PWY|	spontaneous	NA	 	NA	0	NA
RXN-15127	2-iminopropanoate deaminase	3.5.99.10	NA									|TRYPDEG-PWY|	spontaneous	NA	 	NA	0	NA
RXN-15578	tryptophanase	4.1.99.1	NA									|TRYPDEG-PWY|	no_blast	NA	rxn00473 rxn30000 rxn30065 	NA	0	NA
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	4-hydroxyphenylpyruvate dioxygenase	1.13.11.27	NA									|TYRFUMCAT-PWY|	no_blast	NA	rxn00999 rxn01827 	NA	0	NA
HOMOGENTISATE-12-DIOXYGENASE-RXN	homogentisate oxygenase	1.13.11.5	NA									|TYRFUMCAT-PWY|	no_blast	NA	rxn01825 	NA	0	NA
MALEYLACETOACETATE-ISOMERASE-RXN	maleylacetoacetate isomerase	5.2.1.2	NA									|TYRFUMCAT-PWY|	no_blast	NA	rxn02276 rxn02728 	NA	0	NA
FUMARYLACETOACETASE-RXN	fumarylacetoacetate hydrolase	3.7.1.2	NA	UniRef50_A0A0N9YFD2	44.322	4.35e-57	192	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1851670	1852485	|TYRFUMCAT-PWY|	bad_blast	NA	rxn00993 rxn33228 	NA	0	NA
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.1		UniRef90_A3PMF8	45.823	1.69e-104	335	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1904347	1905528	|TYRFUMCAT-PWY|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.1		UniRef90_O07587	33.846	4.57e-76	253	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	561308	562474	|TYRFUMCAT-PWY|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.1		UniRef90_A3PMF8	40.633	3.95e-71	239	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1609941	1608844	|TYRFUMCAT-PWY|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.1		UniRef90_C6C2Z3	34.005	2.98e-68	231	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1904341	1905522	|TYRFUMCAT-PWY|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.1		UniRef90_C6C2Z3	33.333	7.35e-60	206	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1609968	1608892	|TYRFUMCAT-PWY|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.57	NA									|TYRFUMCAT-PWY|	no_blast	NA	rxn00493 rxn00527 rxn01270 rxn02236 rxn05108 rxn17654 rxn27523 rxn33963 rxn33964 rxn38254 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.5	NA									|TYRFUMCAT-PWY|	no_blast	NA	rxn00493 rxn00527 rxn05108 rxn11208 rxn28133 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.27	NA									|TYRFUMCAT-PWY|	no_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
PREPHENATEDEHYDROG-RXN	prephenate dehydrogenase	1.3.1.12	NA	UniRef90_O69721	34.921	4.41e-24	99.8	76	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	288059	288805	|TYRSYN|	bad_blast	NA	rxn01268 	NA	0	NA
CHORISMATEMUT-RXN	chorismate mutase	5.4.99.5	NA	UniRef90_O67085	29.392	5.54e-24	100	75	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	287046	287906	|TYRSYN|	bad_blast	NA	rxn01256 	NA	0	NA
